surface_m2,pieces,age_annees,revenu_median,distance_centre_km,prix
108.7,6.0,39,1.739,2.29,4.281
70.3,4.0,12,3.532,0.53,3.896
67.7,2.0,12,4.809,12.15,3.083
145.0,7.0,45,2.02,0.35,6.166
174.3,9.0,0,1.959,1.64,7.372
96.8,5.0,8,1.927,16.17,3.252
145.5,5.0,47,1.277,4.06,5.098
59.3,2.0,50,6.699,12.97,4.097
56.3,2.0,77,2.221,6.94,2.291
158.6,8.0,87,1.847,1.56,5.637
126.9,6.0,24,1.637,3.47,5.13
107.8,3.0,29,2.283,4.72,3.811
184.7,8.0,17,1.988,11.42,6.879
102.8,5.0,20,5.192,1.63,5.47
76.2,4.0,39,1.55,21.21,1.58
64.8,3.0,89,1.36,2.58,2.396
108.7,5.0,80,3.484,9.18,4.541
115.4,5.0,82,2.59,7.4,4.492
100.7,5.0,40,2.459,17.16,3.226
146.7,7.0,59,3.497,2.79,6.481
167.4,8.0,65,2.891,6.81,6.72
96.4,5.0,21,2.662,11.58,4.32
59.3,3.0,41,1.444,6.43,2.304
119.3,6.0,49,1.283,8.0,3.99
158.2,7.0,33,1.983,6.44,5.488
96.6,3.0,42,1.669,23.0,1.925
129.2,6.0,39,3.068,26.07,4.37
74.4,3.0,5,1.21,2.52,3.244
118.3,6.0,69,2.223,5.55,4.349
130.0,5.0,81,2.515,5.79,5.05
119.4,7.0,67,2.67,10.71,4.653
202.4,9.0,84,3.253,4.12,8.285
173.5,8.0,38,2.347,6.65,6.975
137.2,6.0,5,2.013,3.25,4.734
152.9,8.0,24,4.759,8.07,7.469
118.0,5.0,76,2.354,5.42,4.659
106.2,6.0,12,5.148,7.89,5.517
93.2,4.0,49,2.348,0.87,3.909
73.9,5.0,0,2.698,6.75,3.639
176.5,8.0,29,2.554,3.64,6.892
205.4,9.0,10,3.016,17.03,7.21
109.6,4.0,10,2.25,1.59,4.397
110.2,5.0,14,2.838,14.59,3.888
131.9,7.0,48,5.413,0.73,7.468
103.0,5.0,62,4.358,0.45,5.394
76.9,4.0,25,4.371,10.53,4.811
69.7,3.0,73,1.486,1.64,2.858
202.7,9.0,35,1.598,0.01,7.945
61.8,4.0,66,2.998,3.44,2.841
121.0,5.0,47,3.845,5.1,5.389
64.2,3.0,65,2.152,2.01,2.899
104.6,5.0,88,1.986,5.98,3.699
96.3,5.0,89,5.09,5.7,4.918
67.3,3.0,52,3.701,11.24,3.309
133.5,6.0,86,4.376,14.81,5.614
75.2,3.0,63,2.229,11.24,2.224
64.6,3.0,24,2.151,10.3,2.651
138.5,6.0,84,4.166,8.72,6.085
96.4,5.0,13,2.415,6.12,3.954
83.9,5.0,42,2.065,0.25,3.62
141.5,7.0,13,1.802,10.26,5.382
74.0,3.0,70,2.16,2.45,2.224
59.8,2.0,80,4.03,0.84,3.477
163.4,9.0,73,1.378,0.29,6.865
192.0,8.0,9,3.608,1.15,7.329
103.7,5.0,24,1.976,1.54,4.701
40.8,2.0,30,2.473,0.5,2.618
103.3,4.0,10,2.545,10.73,3.536
144.3,6.0,47,2.461,6.0,5.791
157.5,7.0,3,2.389,1.26,6.903
76.6,3.0,55,2.226,5.74,2.684
98.0,4.0,51,2.102,0.19,3.902
117.8,6.0,53,4.923,13.74,5.441
141.4,6.0,82,2.749,5.39,5.89
136.2,6.0,70,2.569,5.66,5.152
128.6,6.0,23,2.034,1.83,5.278
157.4,8.0,51,2.262,5.7,5.92
106.2,5.0,72,2.037,4.94,4.127
177.1,9.0,76,3.836,14.24,7.326
89.8,3.0,57,1.936,2.46,3.587
136.9,7.0,7,0.989,16.41,4.255
94.0,4.0,39,2.791,25.0,2.889
104.2,5.0,77,2.397,4.74,3.933
109.7,5.0,6,2.088,27.12,2.831
92.3,3.0,53,4.097,17.08,4.157
159.8,6.0,48,0.794,6.19,5.882
95.5,4.0,20,5.525,8.3,4.627
107.8,5.0,30,4.369,5.41,5.56
131.4,5.0,87,2.049,10.11,4.809
235.3,9.0,53,2.219,0.34,8.482
133.0,5.0,84,3.411,5.3,5.306
111.0,5.0,42,3.452,0.3,5.095
56.8,2.0,76,2.044,29.85,1.434
103.3,5.0,55,1.313,18.51,3.538
87.0,5.0,82,7.037,1.53,5.635
97.5,5.0,29,4.18,1.83,4.67
93.4,6.0,34,2.917,4.14,4.72
130.9,5.0,3,2.942,8.56,5.516
102.6,4.0,20,3.595,7.78,5.064
80.4,4.0,12,3.794,2.56,4.028
146.4,6.0,16,1.063,3.67,5.56
71.6,4.0,27,2.321,1.22,3.235
109.3,5.0,78,2.215,1.67,4.681
103.6,6.0,34,2.528,2.06,4.691
122.2,6.0,74,3.845,20.8,5.236
158.0,8.0,73,1.215,17.31,5.071
249.3,9.0,88,1.481,9.31,8.205
111.0,5.0,45,2.0,9.01,4.157
86.6,4.0,76,2.914,3.95,3.812
83.9,3.0,37,3.953,0.52,4.073
83.8,5.0,56,5.664,5.94,5.755
120.6,6.0,72,2.39,0.69,5.644
53.1,2.0,12,3.95,0.01,3.499
70.3,4.0,5,3.742,1.87,4.384
120.7,5.0,14,3.469,6.01,6.082
149.0,5.0,64,2.689,12.65,5.698
149.3,7.0,42,2.271,4.16,5.816
112.7,4.0,25,1.683,10.57,3.854
142.2,6.0,69,1.634,0.72,4.802
158.9,7.0,1,3.178,3.36,7.104
95.0,5.0,15,2.653,10.02,4.419
153.2,8.0,42,2.255,2.32,6.699
63.0,3.0,82,3.666,13.6,3.002
69.7,4.0,67,2.484,0.29,3.525
96.9,4.0,61,1.802,32.18,1.674
60.6,3.0,63,2.411,19.85,1.932
131.6,5.0,28,3.933,13.16,5.196
90.4,5.0,40,1.715,2.94,3.932
103.9,4.0,79,2.987,0.33,4.339
38.6,2.0,65,2.651,2.11,2.388
105.2,4.0,53,1.93,8.74,4.231
96.1,4.0,7,2.382,5.85,4.188
83.6,4.0,65,1.34,0.87,3.394
129.5,6.0,32,2.856,0.83,6.031
89.8,5.0,34,1.471,14.24,3.586
104.7,5.0,60,4.404,3.68,5.226
122.6,5.0,35,2.608,3.53,5.281
158.5,7.0,51,2.102,4.86,6.573
154.0,8.0,1,4.583,24.73,6.388
92.4,5.0,16,1.709,16.15,2.408
82.2,3.0,48,1.942,28.59,1.543
169.9,7.0,86,1.193,19.0,5.254
89.7,4.0,68,4.9,5.4,4.639
127.7,6.0,37,6.314,6.55,7.355
59.6,2.0,87,1.28,7.18,2.477
52.7,3.0,24,1.883,5.93,2.129
110.9,4.0,80,2.805,7.87,3.916
100.0,5.0,36,2.155,8.42,3.795
138.9,7.0,7,2.68,12.63,5.28
83.9,3.0,0,2.578,5.14,4.267
119.4,5.0,88,3.265,10.74,4.293
136.3,6.0,57,1.764,5.37,5.312
85.0,4.0,13,2.964,26.05,3.235
96.9,4.0,89,1.645,8.96,3.519
73.8,3.0,3,2.258,8.13,3.245
140.6,5.0,30,1.244,4.44,4.935
130.0,6.0,67,2.266,1.37,5.938
133.4,6.0,4,2.101,0.91,5.51
99.9,5.0,81,4.156,1.48,5.386
129.3,6.0,61,2.647,16.73,4.486
43.3,2.0,85,2.872,1.49,1.759
102.8,5.0,75,2.691,16.31,3.523
180.4,9.0,74,1.043,4.41,6.346
107.9,6.0,20,1.107,13.21,3.534
150.8,7.0,18,2.355,7.19,5.691
100.1,4.0,21,3.081,7.7,4.542
166.4,6.0,13,2.446,11.07,6.354
82.2,4.0,59,1.843,3.27,3.235
124.5,6.0,5,2.44,0.61,5.387
87.3,4.0,38,2.346,8.43,3.129
117.7,4.0,52,3.86,3.75,5.404
89.8,3.0,48,3.764,6.74,4.633
107.8,5.0,43,2.119,9.39,4.535
94.0,4.0,20,2.658,2.02,4.086
134.6,7.0,9,3.078,4.32,6.665
126.3,6.0,88,3.291,3.39,5.308
86.3,5.0,41,5.718,0.64,5.205
85.5,4.0,53,2.684,4.72,3.282
79.9,4.0,51,4.599,9.21,3.813
75.0,2.0,33,1.613,0.06,3.196
137.7,5.0,65,2.04,4.13,5.053
78.5,3.0,33,1.04,3.31,2.63
121.0,6.0,37,2.91,6.9,4.802
91.4,5.0,72,3.638,1.15,4.242
149.3,7.0,28,0.861,2.01,5.162
196.3,8.0,62,2.959,8.76,7.764
40.4,1.0,59,3.568,4.53,3.06
81.8,4.0,2,3.477,5.82,4.795
90.9,4.0,61,1.587,7.63,3.46
101.0,7.0,72,3.849,0.77,5.097
99.0,4.0,24,2.73,8.11,3.862
69.4,5.0,82,3.547,9.15,3.664
197.9,9.0,1,2.569,5.13,7.773
100.2,4.0,16,3.227,6.86,4.606
126.1,6.0,85,4.478,18.16,5.764
127.4,6.0,76,2.48,16.79,4.423
64.5,3.0,67,3.089,8.41,3.711
95.8,5.0,54,4.77,11.67,4.309
137.7,7.0,18,2.56,16.72,5.206
170.2,8.0,44,1.638,13.44,5.932
96.4,4.0,50,3.685,9.15,3.938
68.2,2.0,8,5.185,11.49,4.177
88.4,4.0,53,4.855,9.78,5.054
95.1,4.0,8,3.75,6.51,5.368
93.9,3.0,11,0.947,5.83,3.354
79.9,4.0,15,2.042,15.03,2.17
65.9,3.0,17,2.09,12.28,2.64
73.6,2.0,7,2.774,2.5,3.778
88.7,4.0,86,5.811,13.8,4.501
136.9,6.0,72,1.672,33.15,3.379
155.0,8.0,45,7.456,6.23,8.242
111.8,5.0,33,2.289,5.91,4.449
74.3,4.0,17,1.925,4.44,3.596
90.3,4.0,85,3.976,10.66,4.485
53.4,1.0,71,4.12,1.85,2.736
171.4,8.0,67,3.642,0.97,7.237
85.8,3.0,42,1.923,4.31,2.816
122.5,5.0,2,3.407,24.64,4.965
151.1,6.0,57,1.707,7.1,5.673
188.6,9.0,43,1.899,11.58,6.025
142.2,7.0,26,2.605,10.13,5.543
93.7,5.0,28,1.88,3.0,3.866
128.1,7.0,5,4.366,9.36,5.801
186.0,9.0,78,2.096,1.67,7.553
85.5,2.0,14,2.462,0.53,4.18
64.9,2.0,73,1.829,1.77,2.706
80.1,2.0,87,4.336,7.71,3.56
125.2,6.0,4,2.014,3.8,4.916
94.5,4.0,56,4.544,5.13,4.844
104.4,4.0,6,4.397,4.79,5.12
132.4,6.0,74,2.224,4.72,5.11
79.6,4.0,45,2.755,10.94,3.466
102.7,4.0,1,2.196,7.52,3.558
89.8,3.0,69,3.475,27.86,2.405
183.2,8.0,68,2.491,5.01,6.993
140.6,7.0,83,2.253,8.0,5.809
94.7,4.0,43,2.775,13.67,3.874
93.0,4.0,83,1.334,0.26,3.521
190.9,7.0,59,2.627,0.51,7.624
185.1,9.0,47,3.641,7.95,7.57
124.9,5.0,32,2.893,0.86,5.845
106.1,4.0,26,4.171,3.19,5.396
69.7,2.0,55,2.294,19.97,2.394
80.4,3.0,66,2.211,20.49,1.798
68.1,2.0,3,1.644,0.58,2.694
153.3,7.0,37,2.265,4.72,6.122
70.1,2.0,4,6.584,6.28,5.086
92.6,4.0,35,3.077,16.3,4.365
56.3,2.0,71,2.089,14.8,1.065
62.9,4.0,62,1.728,5.58,2.551
134.4,5.0,11,1.324,5.13,4.85
118.3,5.0,64,1.871,3.86,4.588
107.3,5.0,1,3.825,8.96,5.607
93.2,4.0,1,2.243,4.06,4.343
60.5,3.0,82,1.766,0.98,2.02
89.1,5.0,2,1.856,5.19,4.325
100.7,5.0,23,3.641,3.19,5.503
131.3,7.0,11,2.621,19.69,4.824
150.3,5.0,52,2.05,3.55,5.043
135.9,6.0,47,2.366,1.21,5.549
118.1,6.0,75,7.335,25.64,5.89
106.8,5.0,88,4.706,18.88,4.785
114.1,6.0,67,5.264,3.56,5.412
87.1,5.0,42,1.236,2.68,3.172
109.9,4.0,4,2.54,3.99,5.048
100.5,5.0,83,2.034,12.38,3.981
219.3,9.0,50,3.472,12.28,8.435
115.1,5.0,19,4.379,0.11,6.344
52.1,4.0,48,3.148,9.88,2.834
91.5,4.0,35,1.836,0.69,4.208
96.8,3.0,31,2.019,4.21,3.848
142.3,7.0,40,3.594,2.02,6.612
120.1,5.0,67,3.759,1.64,5.1
118.0,6.0,14,2.896,6.52,5.37
164.6,8.0,86,2.882,12.27,5.676
185.4,8.0,5,2.78,4.7,7.723
134.4,7.0,13,3.068,11.11,5.38
93.8,5.0,60,3.752,6.15,4.624
94.8,4.0,13,3.61,7.21,4.129
35.8,2.0,69,2.747,2.76,1.934
156.9,7.0,66,2.659,20.65,5.37
94.7,4.0,38,2.614,20.25,3.393
104.4,5.0,40,1.913,5.7,4.473
90.9,4.0,89,1.902,5.21,2.992
73.9,3.0,71,3.472,0.11,3.322
212.7,8.0,56,1.972,3.3,7.464
104.6,5.0,12,3.921,17.24,4.047
173.0,6.0,53,2.656,15.37,6.521
95.1,4.0,3,3.931,4.31,5.3
85.8,3.0,22,3.621,0.41,4.101
130.4,5.0,62,3.972,19.73,5.468
150.0,7.0,36,2.194,2.29,6.495
153.5,7.0,89,3.267,1.61,5.891
100.2,4.0,84,3.789,26.55,2.902
135.1,5.0,8,1.352,5.37,4.327
88.8,4.0,79,5.846,13.38,4.625
109.4,5.0,77,7.536,13.6,6.155
97.0,4.0,9,4.163,18.61,4.117
92.2,5.0,34,3.907,1.61,4.182
110.9,6.0,85,3.543,3.84,4.572
73.3,3.0,1,2.35,0.44,3.676
145.7,5.0,5,2.587,7.84,5.861
92.3,4.0,45,4.195,29.32,2.491
143.2,6.0,85,1.754,7.43,4.572
78.1,3.0,25,1.687,7.86,3.249
92.2,3.0,69,2.273,12.27,2.708
73.2,3.0,62,3.652,5.9,3.592
72.3,5.0,13,1.841,4.62,2.807
81.4,3.0,25,2.456,6.37,3.717
78.5,4.0,56,2.591,2.56,2.917
73.4,2.0,43,1.724,2.67,2.778
106.9,6.0,21,0.907,4.41,4.316
129.6,7.0,18,1.713,5.14,5.331
131.9,7.0,50,3.057,11.27,5.133
59.1,4.0,74,3.383,5.52,2.903
96.8,4.0,37,3.396,18.93,3.547
93.7,4.0,83,3.576,8.33,3.616
165.6,9.0,60,2.051,13.74,5.873
98.0,5.0,36,1.862,2.26,4.071
103.9,3.0,63,3.218,7.67,4.068
65.4,3.0,40,2.471,27.82,1.954
80.7,3.0,68,4.089,0.25,3.96
64.1,4.0,88,3.227,6.12,2.54
109.2,5.0,70,4.844,4.33,5.332
167.5,6.0,12,2.205,0.59,6.698
81.6,4.0,6,4.395,0.81,4.797
98.3,5.0,72,6.791,6.91,5.85
78.7,4.0,76,2.785,10.04,2.792
86.5,4.0,51,3.403,19.04,2.916
110.0,6.0,22,1.788,13.22,3.772
195.7,9.0,79,4.065,26.24,6.691
164.5,7.0,40,4.518,0.26,8.018
181.8,9.0,26,2.176,28.09,5.817
143.7,8.0,32,3.539,7.67,6.089
97.9,5.0,26,3.084,7.21,4.771
93.5,4.0,25,3.241,3.47,4.592
81.8,4.0,29,3.917,9.36,3.544
45.6,2.0,60,3.433,24.13,0.33
97.4,4.0,1,2.553,8.35,3.581
168.4,9.0,32,3.955,2.4,7.848
167.7,7.0,15,4.483,8.46,7.633
222.6,9.0,58,2.118,5.86,7.545
112.7,5.0,89,2.716,3.06,4.894
69.7,2.0,70,1.226,6.39,2.438
126.6,6.0,22,3.535,4.44,6.243
196.5,9.0,46,4.713,2.44,9.098
176.4,8.0,1,2.421,0.39,7.787
90.0,4.0,37,2.887,1.28,4.426
71.8,3.0,25,2.462,15.78,2.733
71.1,4.0,45,2.287,4.58,3.071
83.5,5.0,36,3.018,2.8,4.437
87.5,5.0,61,1.91,6.3,2.997
95.5,5.0,49,2.445,9.03,3.778
132.4,6.0,84,1.809,7.97,4.88
94.4,5.0,6,3.543,2.66,5.336
107.7,4.0,85,3.027,39.57,2.193
62.8,3.0,71,2.239,2.65,3.146
81.8,4.0,64,2.764,2.99,3.674
80.6,3.0,74,2.461,4.29,3.678
59.6,3.0,4,4.548,18.55,2.785
93.6,4.0,19,2.229,6.71,4.067
62.9,3.0,0,3.617,1.67,3.742
91.5,4.0,71,1.979,3.88,3.183
110.5,6.0,31,3.921,1.98,5.505
169.4,7.0,32,4.335,4.34,7.948
79.3,3.0,54,4.428,3.9,3.925
109.5,4.0,38,5.27,0.52,5.434
85.3,3.0,57,3.101,2.92,4.051
61.9,2.0,84,4.745,9.06,2.765
170.2,8.0,29,5.646,15.65,8.097
112.2,6.0,80,1.641,3.57,4.829
124.4,6.0,47,2.072,4.52,5.289
180.2,7.0,33,1.387,13.99,5.896
91.3,5.0,82,4.382,9.7,4.984
68.6,4.0,43,1.379,21.28,2.181
79.0,3.0,11,1.22,4.56,2.774
66.7,4.0,25,1.659,1.02,3.569
153.0,7.0,76,1.243,1.23,5.294
199.4,9.0,46,3.072,4.05,7.947
110.1,5.0,50,1.669,12.38,3.085
133.7,6.0,61,1.27,13.53,4.296
145.8,7.0,17,2.668,2.6,6.088
184.7,9.0,8,2.739,1.91,7.547
196.2,9.0,39,1.172,15.51,6.349
55.5,1.0,82,1.972,9.52,1.568
86.1,4.0,11,2.628,0.9,4.162
106.0,5.0,64,2.315,4.44,4.747
82.7,4.0,88,2.344,7.53,2.84
96.3,5.0,8,4.621,16.31,4.859
121.6,5.0,11,7.142,1.01,7.434
48.8,3.0,78,2.361,15.99,1.745
120.5,6.0,9,1.5,1.51,4.873
144.1,7.0,66,2.446,2.93,5.574
106.8,5.0,71,2.967,11.96,4.292
46.8,3.0,28,2.654,29.41,1.264
93.6,4.0,26,3.578,0.38,4.492
117.6,5.0,46,7.355,23.73,5.361
147.8,6.0,45,1.257,2.65,5.409
140.3,7.0,77,2.164,8.1,5.492
101.9,4.0,53,5.439,3.91,5.89
84.3,4.0,87,2.149,7.57,3.594
103.5,4.0,21,3.878,8.76,4.85
57.9,3.0,25,3.611,11.18,2.859
86.9,3.0,21,4.743,0.09,5.012
157.4,6.0,58,6.43,7.92,7.193
103.4,5.0,3,3.158,3.56,4.658
119.3,4.0,77,1.239,5.26,3.974
65.8,4.0,69,1.983,22.98,1.599
147.4,8.0,88,7.27,11.13,7.666
100.2,4.0,86,1.439,4.41,3.043
117.9,6.0,6,3.399,7.17,4.93
126.7,6.0,67,0.877,14.65,4.039
145.5,8.0,45,1.48,18.69,4.397
111.8,5.0,66,4.052,3.59,5.062
101.0,3.0,78,2.763,0.81,4.305
70.3,3.0,52,2.295,9.22,2.415
64.0,4.0,0,1.884,4.12,3.386
111.1,5.0,77,1.107,1.06,3.619
118.2,5.0,39,3.714,8.04,5.178
124.8,6.0,41,2.393,1.58,5.02
79.5,4.0,52,1.37,1.41,3.243
87.2,4.0,82,2.755,12.78,3.067
110.4,7.0,47,3.531,6.37,5.162
90.8,4.0,18,2.484,5.67,4.336
229.7,9.0,65,2.864,2.26,8.623
86.6,4.0,56,2.765,9.53,3.283
120.9,5.0,5,1.978,6.12,4.62
138.8,6.0,47,2.785,6.22,6.092
141.8,7.0,70,3.784,1.94,6.368
90.2,4.0,79,4.33,27.28,3.615
126.9,6.0,25,3.88,9.52,5.539
121.5,4.0,47,2.006,1.96,5.138
128.8,6.0,74,3.619,4.47,5.789
109.9,5.0,52,3.352,17.59,4.336
139.1,6.0,37,1.975,18.55,4.019
114.3,5.0,16,2.206,5.61,4.067
67.7,3.0,3,3.691,28.61,2.698
113.1,5.0,62,5.051,7.28,5.953
117.6,5.0,86,1.203,4.22,4.921
135.7,6.0,54,5.686,1.83,6.505
111.1,7.0,70,4.59,5.01,5.828
186.3,9.0,60,2.973,23.01,6.028
102.1,4.0,31,2.439,18.89,3.125
88.7,5.0,47,3.24,18.4,3.252
164.7,7.0,24,2.038,1.92,6.621
101.2,5.0,20,2.509,9.15,3.905
107.7,6.0,53,1.4,16.97,3.362
117.7,4.0,58,1.241,19.62,3.45
114.3,5.0,88,7.764,6.17,7.196
128.4,5.0,21,2.797,8.63,5.351
133.0,6.0,26,2.979,0.27,6.088
86.2,4.0,14,2.681,15.0,3.265
72.2,3.0,85,1.873,12.25,2.094
74.9,3.0,70,2.367,14.41,2.716
158.2,8.0,29,2.832,0.95,6.439
98.5,5.0,87,2.488,28.65,2.648
138.3,6.0,63,1.938,2.72,4.951
134.2,6.0,42,3.373,4.64,5.803
107.7,6.0,34,2.959,7.37,4.334
79.1,4.0,51,3.244,9.52,3.398
135.3,6.0,7,3.733,8.09,5.71
106.4,4.0,15,2.517,3.01,4.286
70.7,2.0,84,2.519,15.94,2.173
91.0,4.0,18,5.297,2.25,4.538
62.4,3.0,14,1.777,1.44,2.258
92.4,4.0,77,1.17,5.71,3.409
109.5,5.0,85,3.49,1.25,5.093
102.7,4.0,73,2.048,27.64,2.278
98.6,4.0,9,1.674,9.69,3.916
109.1,5.0,75,4.049,2.93,4.996
125.8,7.0,24,2.547,3.18,5.269
142.2,6.0,0,1.539,14.71,4.522
148.9,7.0,82,6.493,3.05,8.384
83.0,2.0,24,1.317,6.25,2.934
154.0,6.0,59,2.614,16.52,5.358
106.5,4.0,6,1.162,5.71,3.994
95.1,5.0,17,3.07,5.91,3.763
75.6,3.0,79,2.037,2.97,2.842
45.8,2.0,53,3.93,7.18,2.899
122.8,6.0,89,2.697,7.23,4.826
121.2,6.0,16,4.992,31.56,5.416
88.3,3.0,80,2.24,12.03,2.789
89.2,5.0,78,1.32,10.28,3.271
101.4,4.0,83,3.025,0.64,4.796
94.5,4.0,4,2.426,9.69,3.861
81.8,3.0,9,1.199,1.83,3.321
73.0,4.0,47,1.691,8.11,2.654
154.6,8.0,10,1.951,0.46,5.719
90.9,5.0,5,5.474,1.05,5.828
120.9,5.0,73,3.737,17.59,4.713
128.9,7.0,62,2.325,5.29,5.394
123.0,6.0,75,3.36,6.11,5.277
131.3,7.0,84,1.086,15.92,4.317
122.5,6.0,12,2.108,13.73,4.169
85.6,4.0,74,3.256,8.61,4.215
96.3,5.0,3,2.928,4.2,4.196
153.2,8.0,33,2.132,7.91,5.87
90.0,5.0,26,2.672,12.94,3.86
106.5,5.0,21,3.165,22.48,3.607
125.9,6.0,64,2.707,10.64,5.084
172.7,6.0,10,4.005,0.7,7.501
148.3,6.0,72,3.137,19.19,5.184
78.1,3.0,78,3.421,0.04,3.865
119.6,5.0,59,5.877,14.05,5.553
115.0,6.0,7,3.945,6.36,6.324
96.5,3.0,53,5.95,10.75,4.783
107.6,5.0,56,2.009,1.2,3.635
85.4,4.0,33,1.328,5.94,2.869
100.8,5.0,33,2.552,5.45,4.36
90.3,4.0,42,2.456,4.39,3.73
110.3,5.0,89,5.242,4.81,5.979
95.4,4.0,0,1.635,12.55,3.668
177.5,9.0,45,2.623,10.97,6.635
111.5,6.0,28,3.262,2.75,4.666
104.4,5.0,49,2.844,4.16,4.118
99.1,3.0,0,2.516,6.34,4.073
95.5,4.0,82,3.194,3.7,3.684
70.7,3.0,41,4.418,37.51,1.927
138.2,6.0,87,5.425,2.44,7.312
164.8,7.0,13,2.759,4.11,6.847
89.8,5.0,52,1.883,14.29,3.093
152.9,7.0,61,5.422,34.81,5.169
228.8,9.0,71,1.674,4.45,8.209
196.7,9.0,0,6.085,5.46,9.301
162.2,9.0,57,4.977,15.0,7.141
73.5,4.0,13,5.313,0.0,5.277
73.2,4.0,38,3.7,1.62,4.406
131.1,5.0,4,1.051,14.9,4.141
106.9,4.0,5,1.703,2.32,4.473
54.4,2.0,68,3.121,6.03,2.465
93.1,4.0,64,2.006,31.92,2.402
129.1,6.0,80,2.359,1.75,4.92
101.3,4.0,63,3.581,2.95,4.629
107.1,5.0,53,2.518,27.93,3.49
73.2,3.0,10,1.571,19.58,1.878
92.7,4.0,68,4.049,4.54,4.071
131.3,7.0,20,3.427,4.84,5.807
91.3,3.0,9,2.43,1.45,4.556
157.2,7.0,65,3.744,11.76,5.48
107.9,6.0,52,2.837,0.6,5.024
122.6,5.0,13,4.949,24.99,4.732
130.3,6.0,49,2.91,4.2,5.432
128.5,6.0,62,4.932,0.59,6.39
77.4,3.0,44,1.17,10.28,2.752
81.6,4.0,64,3.342,13.09,3.41
54.1,2.0,45,2.273,4.39,2.797
96.2,3.0,31,1.847,8.56,3.888
79.7,4.0,20,4.578,6.44,4.476
90.4,3.0,23,4.056,16.28,3.703
99.4,5.0,72,1.102,5.33,3.601
112.5,6.0,33,3.751,24.14,4.401
101.8,6.0,64,3.551,12.49,3.963
101.2,5.0,32,1.963,7.12,4.047
119.4,6.0,47,1.867,2.56,4.711
105.5,5.0,54,1.329,1.94,3.884
141.7,6.0,42,2.335,15.28,4.695
105.6,3.0,66,2.51,2.17,4.045
173.1,9.0,83,3.891,5.32,7.812
76.4,3.0,77,3.069,2.89,3.425
95.6,5.0,82,1.687,4.41,4.035
85.8,4.0,2,3.027,0.2,4.443
113.9,4.0,68,2.425,1.93,4.203
76.4,4.0,65,1.785,8.73,2.859
142.4,8.0,37,1.329,10.94,4.611
66.0,4.0,28,3.601,18.01,3.1
80.9,3.0,4,3.323,2.26,4.057
67.4,3.0,75,3.492,0.76,3.907
99.8,5.0,75,1.959,1.63,4.579
112.4,5.0,6,2.936,5.66,4.321
63.1,4.0,52,1.464,1.63,2.565
93.7,5.0,49,1.744,5.12,3.27
148.2,6.0,15,2.76,13.13,6.315
163.0,8.0,49,3.059,15.61,5.938
134.8,6.0,73,1.306,8.52,4.089
48.4,2.0,29,1.689,6.05,2.757
109.0,5.0,65,2.306,5.43,4.069
154.2,8.0,87,4.184,6.95,6.135
90.7,5.0,40,1.885,5.07,3.301
71.1,3.0,9,2.896,0.13,3.803
150.1,7.0,26,3.036,4.97,6.323
157.8,7.0,12,2.429,2.52,6.175
105.3,4.0,31,3.067,0.12,4.717
71.3,3.0,57,1.484,2.09,2.832
60.8,4.0,18,2.024,7.54,3.154
117.7,4.0,46,5.183,0.03,6.273
86.1,4.0,89,5.35,0.78,4.87
103.1,5.0,23,3.972,2.97,5.132
99.6,5.0,79,4.46,6.68,5.148
79.5,3.0,27,1.195,6.37,3.382
59.8,2.0,55,1.774,5.77,1.881
91.5,3.0,14,2.363,7.93,4.026
110.4,6.0,24,8.061,0.12,7.448
112.1,4.0,78,2.361,0.87,3.974
84.4,3.0,53,3.801,18.97,2.613
156.6,9.0,51,3.223,2.55,7.34
73.5,3.0,45,3.191,10.89,3.675
45.3,2.0,22,2.69,0.48,2.493
144.1,7.0,83,1.584,4.11,5.224
109.3,6.0,35,0.806,4.99,3.298
91.7,3.0,1,4.84,8.04,5.071
122.7,5.0,81,2.06,15.8,3.926
97.7,5.0,4,1.173,4.17,3.25
65.8,4.0,79,3.31,1.34,3.618
71.8,3.0,23,3.282,5.04,3.112
95.7,4.0,6,3.84,0.43,5.224
88.0,4.0,19,4.491,12.89,3.911
143.0,7.0,58,1.798,4.88,5.532
86.7,4.0,49,1.834,0.84,3.431
85.0,3.0,13,2.355,2.3,2.953
81.6,3.0,27,3.934,8.56,4.306
79.5,4.0,18,1.055,7.67,3.175
80.3,5.0,58,2.88,1.16,3.82
68.6,3.0,77,4.135,0.44,4.041
110.8,5.0,22,4.059,13.36,5.013
100.3,4.0,80,3.739,0.04,5.015
99.0,6.0,36,4.386,3.55,5.91
61.8,3.0,7,0.79,3.24,2.494
119.2,6.0,29,5.618,3.25,6.388
123.1,6.0,78,3.154,2.51,5.52
170.1,8.0,72,4.956,7.5,7.404
120.9,4.0,65,1.602,14.5,3.326
182.3,7.0,35,1.235,7.17,6.722
83.7,5.0,69,6.073,4.51,5.485
173.4,8.0,63,1.792,10.54,5.431
122.2,6.0,71,2.363,2.36,4.785
117.1,4.0,50,3.446,3.35,5.409
98.2,4.0,45,3.849,5.08,4.126
91.6,5.0,87,4.416,15.68,3.784
85.7,5.0,85,3.006,0.45,5.089
175.5,8.0,48,1.691,1.34,6.598
97.2,5.0,18,3.736,5.54,5.172
123.0,6.0,36,3.763,0.55,6.45
131.9,6.0,45,1.201,7.65,4.26
131.2,7.0,60,5.147,0.47,6.918
